id_iklan,judul,deskripsi,merek,model,tahun,transmisi,jarak_tempuh,harga,deskripsi_bersih,judul_bersih
946589281,PAJAK PANJANG! Audi Q5 2.0 TFSI Quattro 2022,"TERMURAH DI PASARAN! 
• 
Audi Q5 2.0 TFSI Quattro 2022
•
Black on Black (Favorite Colour)
Plat B Genap 
Perakitan & Faktur 2022
Pajak Panjang Jun 2027 
Odo 27k MILES
Service Record Audi 
Surat dan Kunci Cadangan Lengkap
•
Engine 2.0 Turbo 245hp & 370Nm
S Tronic 7-Speed Transmission 
All Wheel Drive & Digital Speedometer
Triple Zone A/C Control
Comfort Access & Cruise Control
•
Audi Drive Select Comfort Dynamic
Electric Power Back Door
Panoramic Sunroof
Electric Seat + Memory Seat 
•
Paddle Shift
Big Screen Entertainment
Bang Olufsen Audio 
Navigation System
•
OTR Khusus Paket Kredit via
CIMB Niaga Finance Rp 669jt
4th TDP 50jt Angsuran 19.7jt 
5th TDP 50jt Angsuran 16.6jt 
•
Paket Spesial Bunga Premium 4.25%
3th TDP 276jt Angsuran 17.8jt 
4th TDP 276jt Angsuran 14.1jt 
•
Paket Spesial Bunga 0%
1th TDP 497jt Angsuran 27.8jt 
•
Harga Cash by Call (76Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Audi,Lainnya,2022,manual,27500,668999999,termurah di pasaran • audi q5 20 tfsi quattro 2022 • black hidup black favorite colour plat nomor b genap perakitan faktur 2022 pajak panjang jun 2027 odometer 27k miles service record audi surat dan kunci cadangan lengkap • engine 20 turbo 245hp 370nm s tronic 7speed transmission all wheel drive digital speedometer triple zone pendingin kabin control comfort access cruise control • audi drive select comfort dynamic electric power back door panoramic sunroof electric seat memory seat • paddle shift big screen entertainment bang olufsen audio navigation system • otr khusus paket kredit via cimb niaga finance rp 669jt 4th tdp 50jt angsuran 197jt 5th tdp 50jt angsuran 166jt • paket spesial bunga premium 425 3th tdp 276jt angsuran 178jt 4th tdp 276jt angsuran 141jt • paket spesial bunga 0 1th tdp 497jt angsuran 278jt • harga tunai by call 76xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,pajak panjang audi q5 20 tfsi quattro 2022
947384199,PAJAK PANJANG! Mercedes Benz GLC200 Night Edition 2022,"TERMURAH DI PASARAN!
• 
Mercedes Benz GLC200 Night Edition 2022
•
Black on Black (Favorite Colour) 
Plat B Genap
Perakitan & Faktur 2022
Pajak Panjang Jul 2027
Odo Low 24k Miles
Surat & Kunci Cadangan Lengkap
• 
Engine 2.0L Turbo 197hp & 320Nm
AMG Package (Bodykit & Wheels)
AMG Night R20 Wheels 
Power Back Door 
360 Parking Camera
•
Garansi Service Mercedes Jun 2027
Digital Speedometer
Facelift Headlight & Stoplamp
Electric and Memory Seat
•
Steering audio switch control
Electric Parking Brake and Retract Mirror
Paddle Shift & Panoramic Sunroof
Audio by Burmester & Cruise Control
•
OTR Khusus Paket Kredit Rp 665jt
4th TDP 76jt Angsuran 22.5jt
5th TDP 57jt Angsuran 19.9jt
•
Paket Spesial Bunga Premium 4.25%
3th TDP 215jt Angsuran 21.1jt
4th TDP 215jt Angsuran 16.7jt
•
Paket Spesial Bunga 0%
1th TDP 552jt Angsuran 26.6jt
•
Harga Cash By Call (79Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Mercedes-Benz,Lainnya,2022,manual,22500,664999999,termurah di pasaran • mercedes benz glc200 night edition 2022 • black hidup black favorite colour plat nomor b genap perakitan faktur 2022 pajak panjang jul 2027 odometer rendah 24k miles surat kunci cadangan lengkap • engine 20l turbo 197hp 320nm amg package bodykit wheels amg night r20 wheels power back door 360 parking camera • garansi service mercedes jun 2027 digital speedometer facelift headlight stoplamp electric and memory seat • steering audio switch control electric parking brake and retract mirror paddle shift panoramic sunroof audio by burmester cruise control • otr khusus paket kredit rp 665jt 4th tdp 76jt angsuran 225jt 5th tdp 57jt angsuran 199jt • paket spesial bunga premium 425 3th tdp 215jt angsuran 211jt 4th tdp 215jt angsuran 167jt • paket spesial bunga 0 1th tdp 552jt angsuran 266jt • harga tunai by call 79xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,pajak panjang mercedes benz glc200 night edition 2022
947459615,ODO LOW! BMW 320i Luxury 2018 (F30),"TERMURAH DI PASARAN!
• 
BMW 320i Luxury 2018 (F30)
•
Black on Brown (Favorite Colour)
Plat B Ganjil
Perakitan & Faktur 2018
Pajak Panjang Feb 2027
Odo Low 35k miles 
Surat & Kunci Cadangan Lengkap
•
Engine 2.0 Turbo 181hp & 270Nm
Entertainment System Built in Bluetooth 
Start Stop Engine
Parking Sensor
•
4 Driving Mode : Eco, Comfort, Sport, Sport+
Electric Seat with Memory
Electric Retract Mirror
•
OTR Khusus Paket Kredit Rp 307.5jt
4th TDP 47jt Angsuran 10.3jt 
5th TDP 39jt Angsuran 9.2jt 
•
Paket Spesial Bunga Premium 5%
3th TDP 108jt Angsuran 9.9jt 
4th TDP 108jt Angsuran 7.8jt 
•
Paket Spesial Bunga 0%
1th TDP 256jt Angsuran 12.3jt 
•
Harga Cash by Call (36Xjt)

Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD
Blok B9 & C9-C7
Open Daily 09.00-18.00",Bmw,320I,2018,manual,37500,307499999,termurah di pasaran • bmw 320i luxury 2018 f30 • black hidup brown favorite colour plat nomor b ganjil perakitan faktur 2018 pajak panjang feb 2027 odometer rendah 35k miles surat kunci cadangan lengkap • engine 20 turbo 181hp 270nm entertainment system built in bluetooth start stop engine parking sensor • 4 driving mode eco comfort sport sport electric seat with memory electric retract mirror • otr khusus paket kredit rp 3075jt 4th tdp 47jt angsuran 103jt 5th tdp 39jt angsuran 92jt • paket spesial bunga premium 5 3th tdp 108jt angsuran 99jt 4th tdp 108jt angsuran 78jt • paket spesial bunga 0 1th tdp 256jt angsuran 123jt • harga tunai by call 36xjt garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c9c7 open daily 09001800,odometer rendah bmw 320i luxury 2018 f30
947459667,PAJAK SUPER PANJANG! BMW 520i M Sport LCI 2022 (G30),"TERMURAH DI PASARAN!
• 
BMW 520i M Sport LCI 2022 (G30) 
•
Blue on Black (Favorite Color)
Perakitan & Pemakaian 2022
Plat B Ganjil
Pajak Super panjang Aug 2027
Odo 33k Miles
Service Record BMW
Surat & Kunci Cadangan Lengkap
•
Engine 2.0 Twin Power Turbo
M Performance Bodykit, Velg & Steering Wheel 
BMW Laser Light Headlight
Sunroof & Comfort Access
Built in GPS, Bluetooth, Parking Camera
•
BMW WARRANTY Jul 2027 
Digital Speedometer
New Entertainment system with Big LCD Touch Screen & Gesture Control
•
Start Stop Engine
Powerbackdoor 
Electric Seat
Memory Seats & Cruise Control
•
OTR Khusus Paket Kredit  Rp 555jt
4th TDP 86jt Angsuran 18.1jt 
5th TDP 71jt Angsuran 16jt 
•
Paket Spesial Bunga Premium 4.25%
3th TDP 177jt Angsuran 17.6jt 
4th TDP 177jt Angsuran 13.9jt 
•
Paket Spesial Bunga 0%
1th TDP 454jt Angsuran 21.8jt 
•
Harga Cash by Call (66Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Bmw,520I,2022,manual,32500,554999999,termurah di pasaran • bmw 520i m sport lci 2022 g30 • blue hidup black favorite color perakitan pemakaian 2022 plat nomor b ganjil pajak super panjang aug 2027 odometer 33k miles service record bmw surat kunci cadangan lengkap • engine 20 twin power turbo m performance bodykit velg steering wheel bmw laser light headlight sunroof comfort access built in gps bluetooth parking camera • bmw warranty jul 2027 digital speedometer new entertainment system with big lcd touch screen gesture control • start stop engine powerbackdoor electric seat memory seats cruise control • otr khusus paket kredit rp 555jt 4th tdp 86jt angsuran 181jt 5th tdp 71jt angsuran 16jt • paket spesial bunga premium 425 3th tdp 177jt angsuran 176jt 4th tdp 177jt angsuran 139jt • paket spesial bunga 0 1th tdp 454jt angsuran 218jt • harga tunai by call 66xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,pajak super panjang bmw 520i m sport lci 2022 g30
947540935,FULL WARRANTY! BYD Sealion 7 Premium 2025,"TERMURAH DI PASARAN!
• 
BYD Sealion 7 Premium 2025
•
Black on Black (Favorite Colour) 
Plat Genap
Perakitan & Faktur 2025
Pajak On October 2026
Odo Low 8k Miles
Service Record BYD Indonesia
Buku & Kunci Cadangan Lengkap
• 
Power 308hp & 390Nm
BYD Warranty High Voltage Battery 8th
BYD Vehicle Warranty 6th
BYD Free Maintenance 4th
•
Battery 82kwh Range 567km (CLTC)
15.6 inch Rotating Touchscreen 
Headup Display & Audio By Dynaudio
Wireless Charger 
•
Keyless Entry & Start Stop
Panoramic Roof
Power Back Door 
Andorid Auto & Apple CarPlay
•
Dual Zone A/C Control 
360 Camera Parking
Electric Seat & Memory Seat 
•
Steering audio switch control 
Adaptive Cruise Control 
Blind Spot Sensor 
Autonomous Emergency Braking
•
OTR Khusus Paket Kredit via
CIMB Niaga Finance Rp 515jt
4th TDP 105jt Angsuran 14.6jt
5th TDP 109jt Angsuran 12.3jt
•
Paket Spesial Bunga 0%
1th TDP 417jt Angsuran 20,6jt
•
Harga Cash by Call (61Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Byd,Sealion,2025,manual,7500,514999999,termurah di pasaran • byd sealion 7 premium 2025 • black hidup black favorite colour plat nomor genap perakitan faktur 2025 pajak hidup october 2026 odometer rendah 8k miles service record byd indonesia buku kunci cadangan lengkap • power 308hp 390nm byd warranty high voltage battery 8th byd vehicle warranty 6th byd free maintenance 4th • battery 82kwh range 567km cltc 156 inch rotating touchscreen headup display audio by dynaudio wireless charger • keyless entry start stop panoramic roof power back door andorid auto apple carplay • dual zone pendingin kabin control 360 camera parking electric seat memory seat • steering audio switch control adaptive cruise control blind spot sensor autonomous emergency braking • otr khusus paket kredit via cimb niaga finance rp 515jt 4th tdp 105jt angsuran 146jt 5th tdp 109jt angsuran 123jt • paket spesial bunga 0 1th tdp 417jt angsuran 206jt • harga tunai by call 61xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,full warranty byd sealion 7 premium 2025
947540975,ODO LOW! New Mercedes Benz GLA200 AMG 2022,"TERMURAH DI PASARAN!
•
New Mercedes Benz GLA200 AMG 2022
•
Plat B Genap 
Gray on Black (Favorite Color)
Pajak Nov 2026
Perakitan & Pembelian 2022
Odo Low 7k Miles
Service Record Mercedes Benz
Kunci Cadangan Lengkap
Very Well Maintained
•
Engine 1.3 Turbo 163hp & 250Nm
AMG Line Bodykit, Wheel & Steering
Mercedes Benz Free Service Oct 2027
7 Speed Transmission
•
Blind Spot Sensor
Lane Departure Warning
Electric & Memory Seat
LED Headlight & MBUX System
•
Active Parking Assist
Paddle Shift & Cruise Control
3 Driving Mode : Comfort, Manual, Sport
Parking Sensor & Camera
•
OTR Khusus Paket Kredit Rp 499jt
4th TDP 110jt Angsuran 15.3jt
5th TDP 98jt Angsuran 13.5jt
•
Paket Spesial Bunga Premium 4.25%
3th TDP 161jt Angsuran 15.8jt
4th TDP 163jt Angsuran 12.5jt
•
Paket Spesial Bunga 0%
1th TDP 409jt Angsuran 19.9jt
•
Harga Cash by Call (59Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Mercedes-Benz,Amg,2022,manual,7500,498999999,termurah di pasaran • new mercedes benz gla200 amg 2022 • plat nomor b genap gray hidup black favorite color pajak nov 2026 perakitan pembelian 2022 odometer rendah 7k miles service record mercedes benz kunci cadangan lengkap very well maintained • engine 13 turbo 163hp 250nm amg line bodykit wheel steering mercedes benz free service oct 2027 7 speed transmission • blind spot sensor lane departure warning electric memory seat led headlight mbux system • active parking assist paddle shift cruise control 3 driving mode comfort manual sport parking sensor camera • otr khusus paket kredit rp 499jt 4th tdp 110jt angsuran 153jt 5th tdp 98jt angsuran 135jt • paket spesial bunga premium 425 3th tdp 161jt angsuran 158jt 4th tdp 163jt angsuran 125jt • paket spesial bunga 0 1th tdp 409jt angsuran 199jt • harga tunai by call 59xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,odometer rendah new mercedes benz gla200 amg 2022
947541045,ODO LOW! BMW 320i Luxury 2015 (F30),"TERMURAH DI PASARAN!
• 
BMW 320i Luxury 2015 (F30)
•
Black on Brown (Favorite Colour)
Plat B Ganjil
Perakitan & Faktur 2015 
Pajak Panjang Jan 2027
Odo Low 31k Miles
Surat & Kunci Cadangan Lengkap
•
Engine 2.0 Turbo 181hp & 270Nm
Entertainment System Built in Bluetooth 
Start Stop Engine
Parking Sensor
•
4 Driving Mode : Eco, Comfort, Sport, Sport+
Electric Seat with Memory
Electric Retract Mirror
•
OTR Khusus Paket Kredit Rp 229jt
4th TDP 52jt Angsuran 7.4jt
5th TDP 46jt Angsuran 6.6jt
•
Paket Spesial Bunga Premium 5%
3th TDP 86jt Angsuran 7.5jt
4th TDP 86jt Angsuran 5.9jt
•
Paket Spesial Bunga 0%
1th TDP 197jt Angsuran 9.3jt
•
Harga Cash by Call (27Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD
Blok B9 & C9-C7
Open Daily 09.00-18.00",Bmw,320I,2015,manual,32500,228999999,termurah di pasaran • bmw 320i luxury 2015 f30 • black hidup brown favorite colour plat nomor b ganjil perakitan faktur 2015 pajak panjang jan 2027 odometer rendah 31k miles surat kunci cadangan lengkap • engine 20 turbo 181hp 270nm entertainment system built in bluetooth start stop engine parking sensor • 4 driving mode eco comfort sport sport electric seat with memory electric retract mirror • otr khusus paket kredit rp 229jt 4th tdp 52jt angsuran 74jt 5th tdp 46jt angsuran 66jt • paket spesial bunga premium 5 3th tdp 86jt angsuran 75jt 4th tdp 86jt angsuran 59jt • paket spesial bunga 0 1th tdp 197jt angsuran 93jt • harga tunai by call 27xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c9c7 open daily 09001800,odometer rendah bmw 320i luxury 2015 f30
947589499,FREE SERVICE! Mercedes Benz C300 AMG 2023 (W206),"TERMURAH DI PASARAN!
• 
Mercedes Benz C300 AMG 2023 (W206) 
•
Black on Black (Super Favorite Color)
Plat Ganjil
Perakitan dan Faktur 2023
Pajak Feb 2027 
Odo 23k Miles
Kunci Cadangan & Buku Lengkap
Service Record Mercedes Benz
•
Engine 2.0 Turbo EQ Boost 258hp & 400Nm
AMG Package & Panoramic Sunroof 
Mercedes Benz Free Service Feb 2028
•
Headlight LED & Electric Parking Brake
Ambient Multicolor Light
360 Parking Camera & Sensor
Power Back Door & Kick Sensor
•
Electric Seat & Memory Seat
Paddle Shift & Cruise Control
MBUX with Bluetooth & Apple Carplay
Steering switch control 
•
OTR Khusus paket Kredit Rp 712jt
4th TDP 121jt Angsuran 22.9jt
5th TDP 102jt Angsuran 20.2jt
•
Paket Spesial Bunga Premium 4.25%
3th TDP 224jt Angsuran 22.6jt
4th TDP 226jt Angsuran 17.9jt
•
Paket Spesial Bunga 0%
1th TDP 578jt Angsuran 28.4jt
•
Harga Cash by Call (85Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD
Blok B9 & C7-C9
Open Daily 09.00-18.00",Mercedes-Benz,C300,2023,manual,22500,711999999,termurah di pasaran • mercedes benz c300 amg 2023 w206 • black hidup black super favorite color plat nomor ganjil perakitan dan faktur 2023 pajak feb 2027 odometer 23k miles kunci cadangan buku lengkap service record mercedes benz • engine 20 turbo eq boost 258hp 400nm amg package panoramic sunroof mercedes benz free service feb 2028 • headlight led electric parking brake ambient multicolor light 360 parking camera sensor power back door kick sensor • electric seat memory seat paddle shift cruise control mbux with bluetooth apple carplay steering switch control • otr khusus paket kredit rp 712jt 4th tdp 121jt angsuran 229jt 5th tdp 102jt angsuran 202jt • paket spesial bunga premium 425 3th tdp 224jt angsuran 226jt 4th tdp 226jt angsuran 179jt • paket spesial bunga 0 1th tdp 578jt angsuran 284jt • harga tunai by call 85xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,free service mercedes benz c300 amg 2023 w206
946825263,PAJAK PANJANG! Mercedes Benz E200 Avantgarde 2018 (W213),"TERMURAH DI PASARAN!
• 
Mercedes Benz E200 Avantgarde 2018 (W213)
•
Black on Black (Super Favorite Colour)
Plat B Genap
Perakitan & Pembelian 2018
Pajak Panjang on Jul 2027
Odo Low 33k Miles
Kunci Cadangan & Surat Lengkap
•
Engine 2.0 Turbo 184hp & 300nm
Electric Steering Column
Electric Seat & Memory Seat
Ambient Light & Dynamic Select
•
Electric Tilt & Telescopic 
Audio Connected with Bluetooth & USB
Camera and Parking Sensor
Paddle Shift 
•
Electric Parking Brake 
Digital Speedometer 
Power Back Door 
•
OTR Khusus Paket Kredit Rp 355jt
4th TDP 58jt Angsuran 11.7jt
5th TDP 48jt Angsuran 10.4jt
•
Paket Spesial Bunga Premium 5%
3th TDP 115jt Angsuran 11.6jt
4th TDP 115jt Angsuran 9.1jt
•
Paket Spesial Bunga 0%
1th TDP 318jt Angsuran 12.9jt
•
Harga Cash by Call (42Xjt)
•
Garansi Bebas Tabrak & Banjir 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
@ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ
Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00",Mercedes-Benz,E200,2018,manual,32500,354999999,termurah di pasaran • mercedes benz e200 avantgarde 2018 w213 • black hidup black super favorite colour plat nomor b genap perakitan pembelian 2018 pajak panjang hidup jul 2027 odometer rendah 33k miles kunci cadangan surat lengkap • engine 20 turbo 184hp 300nm electric steering column electric seat memory seat ambient light dynamic select • electric tilt telescopic audio connected with bluetooth usb camera and parking sensor paddle shift • electric parking brake digital speedometer power back door • otr khusus paket kredit rp 355jt 4th tdp 58jt angsuran 117jt 5th tdp 48jt angsuran 104jt • paket spesial bunga premium 5 3th tdp 115jt angsuran 116jt 4th tdp 115jt angsuran 91jt • paket spesial bunga 0 1th tdp 318jt angsuran 129jt • harga tunai by call 42xjt • garansi bebas tabrak banjir garansi mesin transmisi 30days by otospector free multisteps paint correction free ceramic coating free bactakleen car fogging anti bacterial and virus • ᴀᴜᴛᴏʙᴀʜɴɪᴅ bursa mobil bsd blok b9 c7c9 open daily 09001800,pajak panjang mercedes benz e200 avantgarde 2018 w213
948064029,Nissan Serena 2.0 X Bensin-AT 2019,"""Nissan Serena 2.0 X Bensin-AT 2019
.
Harga Credit : Rp195,000,000
Harga Cash : Rp205,000,000
. 
TDP : Rp20,000,000
. 
Angsuran 4 Tahun : Rp0,,Rp0
Angsuran 5 Tahun : Rp4,700,000
.
FREE ASURANSI TLO UNTUK PEMBELIAN CASH
.
- Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah
- 1000+ Pilihan Unit (Cari Unit Tertentu? Chat Saja)
- Beli mobil dan dapatkan bonus saldo digital hingga Rp1.500.000
- Dapatkan Promo Voucher Service
- Tambahan Asuransi TLO Untuk Pembelian Cash
*S&K berlaku
.
Spesifikasi Unit : 
1. Pajak Des 2026
2. Odometer 92rb+ Km
3. Plat : Genap
4. Surat-surat Jaminan Asli dan Sesuai
5. Garansi 1 Tahun (S&K Berlaku)
.
Keunggulan Model :
• Cocok untuk anda yang mempunyai jiwa petualangan dengan kabin yang sangat luas
• Best MPV in Luxury Segment - Otomotif Awards (2015), MPV yang canggih dilengkapi ABS, EBD, dan VDC
• Jaringan bengkel luas ada dimana-mana
• Nilai jual kembali tinggi dan stabil di pasar mobil bekas Indonesia, khususnya Jabodetabek
• Suku cadang original dan aftermarket mudah didapatkan di bengkel resmi maupun umum dengan harga terjangkau
• Cocok untuk berbagai kebutuhan: keluarga, komuter harian di Jakarta, perjalanan luar kota, atau adventure ringan
• Kabin lega dan fleksibel, sangat ideal untuk keluarga besar atau angkutan penumpang
.
Mengapa Anda harus membeli mobil di OLXmobbi?
- Gratis Garansi hingga 1 tahun
- Voucher Biaya Jasa Perawatan
- FREE HOME TEST DRIVE
*S&K Berlaku
.
Pembayaran Booking Fee / Pelunasan hanya melalui no rekening 2061/888/995 - BCA - an SERASI MITRA MOBIL PT
.
Kunjungi kami di
OLXmobbi Buaran
Jl. Radin Inten II No.1, RT.8/RW.14, Klender, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 1595643
.
""",Nissan,Serena,2019,otomatis,92500,195000000,nissan serena 20 x bensinat 2019 harga credit rp195000000 harga tunai rp205000000 tdp rp20000000 angsuran 4 tahun rp0rp0 angsuran 5 tahun rp4700000 free asuransi tlo untuk pembelian tunai nikmati promo di olxmobbi jual beli tukar tambah 1000 pilihan unit cari unit tertentu chat saja beli mobil dan dapatkan bonus saldo digital hingga rp1500000 dapatkan promo voucher service tambahan asuransi tlo untuk pembelian tunai sk berlaku spesifikasi unit 1 pajak des 2026 2 odometer 92rb kilometer 3 plat nomor genap 4 suratsurat jaminan asli dan sesuai 5 garansi 1 tahun sk berlaku keunggulan model • cocok untuk anda yang mempunyai jiwa petualangan dengan kabin yang sangat luas • best mpv in luxury segment otomotif awards 2015 mpv yang canggih dilengkapi abs ebd dan vdc • jaringan bengkel luas ada dimanamana • nilai jual kembali tinggi dan stabil di pasar mobil bekas indonesia khususnya jabodetabek • suku cadang original dan aftermarket mudah didapatkan di bengkel resmi maupun umum dengan harga terjangkau • cocok untuk berbagai kebutuhan keluarga komuter harian di jakarta perjalanan luar kota atau adventure ringan • kabin lega dan fleksibel sangat ideal untuk keluarga besar atau angkutan penumpang mengapa anda harus membeli mobil di olxmobbi gratis garansi hingga 1 tahun voucher biaya jasa perawatan free home test drive sk berlaku pembayaran booking fee pelunasan hanya melalui no rekening 2061888995 bca an serasi mitra mobil pt kunjungi kami di olxmobbi buaran jl radin inten ii no1 rt8rw14 klender kec duren sawit kota jakarta timur daerah khusus ibukota jakarta 1595643,nissan serena 20 x bensinat 2019
948214698,Porsche macan 2015 AT km 88rb sunroof moonroof panoramic siap pakai,"Porsche macan th 2015 AT
Sunroof moonroof panoramic 
Km 88rb
Siap pakai
No mallfunction 
Pajak on

.Silahkan kunjungi 
Showroom kami

ARJUNA MOTOR DEALER MOBIL BEKAS
jln raya jatiwaringin no 2 pangkalan jati kalimalang Jakarta timur

IG #ARJUNAMOTOROFFICIAL
You tube ARJUNA MOTOR 


Buka tiap hari
Jam 9 pagi sampai
Jam 7 malam

Note:

Mobil yg kami tawarkan semua dalam kondisi baik dan siap pakai serta jaminan bebas banjir dan tabrakan

Surat2 di jamin keaslian dan ke absahannya

Kami hanya melayani cash  dan Terima tuker tambah

Silahkan bapak /ibu datang melihat kondisi mobil. Kalau sudah cocok harga bisa NEGO di tempat",Porsche,Lainnya,2015,otomatis,82500,550000000,porsche macan th 2015 otomatis sunroof moonroof panoramic kilometer 88rb siap pakai no mallfunction pajak hidup silahkan kunjungi showroom kami arjuna motor dealer mobil bekas jln raya jatiwaringin no 2 pangkalan jati kalimalang jakarta timur ig arjunamotorofficial you tube arjuna motor buka tiap hari jam 9 pagi sampai jam 7 malam note mobil yang kami tawarkan semua dalam kondisi baik dan siap pakai serta jaminan bebas banjir dan tabrakan surat2 di jamin keaslian dan ke absahannya kami hanya melayani tunai dan terima tuker tambah silahkan bapak ibu datang melihat kondisi mobil kalau sudah cocok harga bisa negosiasi di tempat,porsche macan 2015 otomatis kilometer 88rb sunroof moonroof panoramic siap pakai
