id_iklan,judul,deskripsi,merek,model,tahun,transmisi,jarak_tempuh,harga
948003003,Volkswagen Tiguan All Space Hitam 2022 TdpMurmer Ori Menarik Bu Record,"DATENG COCOK DEAL BAYAR

Volkswagen Tiguan All Space Hitam 2022
Nik 2022

Pajak April 2027
KM 80Rban Service Record
Nopol B Jakarta Genap
Mobil Enak Semua Original
Boleh cek bengkel mana saja

CASH 293Juta Saja Negoo
CREDIT 283 Juta Saja

TDp 20juta Angsuran 8,250jt x 47 bulan
TDp 20juta Angsuran 7,270jt x 59 bulan

Murah Kan??? Buruan GassKeun.
- Domisili Luar Kota
- KTP Luar Kota

ikuti iG kami di mobil auto zir
dan youtube kami AutoZir

Lokasi Ketik Auto Zir JAKARTA di Googlemaps / Waze Lgsg sampai

Jalan Raya I Gusti Ngurah Rai No.4C. Buaran, Klender, Jakarta Timur.
Depan Halte BUSWAY Kampung Sumur Persis Jakarta Timur.
Deket Stasiun Klender Jakarta Timur

Tersedia 100 Unit Lain nya, Terima Kasih",Volkswagen,Lainnya,,Lainnya,80.000-85.000,283000000.0
948284517,Maserati Levante S nik 2017,"Maserati levante S gran lusso 
Nik 2017
Velg vossen 22
- warna biru
- mesin dan matik bagus
- interior rapih
- kelistrikan berfungsi normal
- kondisi prima
- siap pakai
- cash kredit

poins auto gallery 
jl RS Fatmawati no 6g 
samping pom bensin Pertamina asem 
jakarta selatan",Maserati,Lainnya,,Lainnya,20.000-25.000,1475000000.0
947740393,BMW X7 Xdrive40i XLine 2023 Hitam Km20rb D1858AKL,"BMW X7 Xdrive40i XLine 2023

- New Model
- New Profile iDrive-8
- Panoramic
- Moonroof
- Audio Bowers & Wilkins
- GPS Indonesia
- Power Back Door
- Km 20.000 Antik (12.000 Miles)
- Warna Hitam
- Nopol D Genap
- Pajak 04-2027
- Tangan 1 Dari Baru
- Atas Nama Perorangan
- Nik 2023
- Full Warranty 10-03-2028
- Free Service 27-02-2028
- Perlengkapan Kendaraan Komplit
- Dijamin Kondisi Istimewa

GARANSI :
1. Keabsahan Dokumen Kendaraan
2. Mobil tidak bekas tabrakan & tidak bekas banjir
3. Bisa di cek mesin, electrical, dan history service sebelumnya di bengkel resmi / ATPM

Harga Kredit 1.625
Harga Cash 1.750

Silakan cek stok dan follow IG kami :
@lbautosunter
@lbauto_official


LB AUTO BINTARO
Bursa Mobil Bintaro Blok A28 dan A29

LB AUTO SUNTER
(Masuk dari pintu 1)
Bursa Otomotif Sunter
Blok J8-10 & Blok KA2-8
Jl Yos Sudarso Kav 87-88, Jakarta Utara",BMW,Lainnya,,Lainnya,15.000-20.000,1625000000.0
948284348,TOYOTA YARIS CROSS 1.5 S GR TSS HYBRID 2023,"TOYOTA YARIS CROSS 1.5 S GR TSS HYBRID TAHUN 2023

SPESIFIKASI :

- Transmisi Automatic
- Warna putih
- Plat B
- NIK 2023
- Pajak 04.27
- KM 24 Rb
- AC sangat dingin
- Mesin Aman 
- Kaki kaki aman
- Interior sangat terawat
- Body mulus

Kondisi mobil di jamin dalam kondisi terbaik dan pastinya bebas laka dan banjir .
Jadi langsung siap di bawa pulang dan nikmat kenyamanan dari mobil ini.

Pembayaran :
- Harga CASH bisa by WA
- Harga Kredit OTR 315 Juta 

Terima :
Jual-Beli-Tukar-Tambah semua jenis mobil
Berminat ? Silahkan hubungi atau datang langsung Data anda akan kami bantu dan proses semaksimal mungkin sampai APPROVE

LOKASI : 
Linardi Autocar
Lantai 3 Blok S09 MGK Kemayoran
Jakarta Pusat",Toyota,Lainnya,,Lainnya,15.000-20.000,315000000.0
946149593,BYD Seal Performance 3.8s AWD,"BYD Seal Performance 3.8s AWD

NIK 2024
ODO 37rb 
Arctic Blue on Black Nappa Leather
Buku & Surat LENGKAP
Kunci Double + NFC Card
Full Original",BYD,Lainnya,,Lainnya,30.000-35.000,478000000.0
948284097,TOYOTA YARIS GR SPORT AT 2022,"TOYOTA YARIS GR  A/T 2022 PEMAKAIAN 2023

Warna : PUTIH

Km 36RB(service recod)
Pajak 3-2027

Hrga paket kredit 215jt

Tdp 25 juta
- Angsuran 6,165.000x4thn
- 5,255.000x5thn

Tdp 18jt
•Angsuran 
6,535.000x4th
5,690.000x5th



Kondisi mobil:

•⁠ ⁠Garansi mesin & transmisi 1 tahun
•⁠ ⁠Istimewa dan siap pakai
•⁠ ⁠NO PR dan NO minus
•⁠ ⁠Transmisi masih sangat responsif
•⁠ ⁠Kaki kaki aman & senyap
•⁠ ⁠Ruang mesin bebas kebocoran oli
•⁠ ⁠Interior bersih & bebas asap rokok
•⁠ ⁠Garansi 100% BEBAS tabrak/banjir
•⁠ ⁠Surat surat lengkap
•⁠ ⁠Kilometer ASLI & Record
•⁠ ⁠Boleh ajak inspektor/mekanik
•⁠ ⁠Boleh cek ke bengkel resmi
•⁠ ⁠Bisa cek unit ke tempat anda.

*Harga cash silakan chat*
SANDY 

Lokasi: MALL SEASON CITY LANTAI P5 BLOK N8
(BURSA MOBIL MALL SEASON CITY)
Office hours: 09.00-18.00 WIB",Toyota,Lainnya,,Lainnya,25.000-30.000,215000000.0
948284076,Toyota Alphard Hybrid 2.5 Modelista,"Merek : Totoya
Varian : Alphard HEV 2.5 Modelista
Cc : 2.500
Tahun : 2024
KM : 15.000
Lokasi : Jakarta Utara
.
Harga Cash 1.xxx.xxx.xxx (via chat)
Harga Credit 1.384 M
.
Harga Special Khusus Paket Kredit
TDP ringan Rp234jt bawa pulang mobil
Angsuran 28.276.000x59
Estimasi Hitungan TDP dan Angsuran lain bisa disesuaikan kebutuhan
FREE WARANTY MESIN & TRANSMISI (Paket kredit included)
.
Spesifikasi :
- Like NEW
- NIK2024
- New Model
- 2.5 Hev Hybrid Tss
- power backdoor
- 3 camera 360
- 2 TV
- Dvd
- Electric Seat Memory
- Jok kulit
- Abs / Ebd
- Hid Projector headlamp
- Pilot seat
- Retractable Miror
- Plat (bisa Req Ganjil/ Genap)
- Interior rapi
- Sangat terawat sekali
- Surat dijamin
- Bisa tuker tambah
- Kredit dibantu
.
Info lebih lanjut bisa hubungi
IG&TIKTOK : @mobili_id
Pram",Toyota,Lainnya,,Lainnya,10.000-15.000,1384000000.0
948283902,Lexus LM350h Hybrid Luxury A25A-FXS 2024 Sonic Titanium Terawat,"Lexus LM350h Hybrid
Luxury A25A-FXS 2024

NIK 2024
Odo 18rb Kilometer
Plat D Ganjil (Blank)
Pajak 12 2026
Luxury 7-Seaters model
Electric-Hybrid Powertrain
Sonic Titanium on Black leather
Tangan Pertama

Spec:
2.5L I-4 A25A-FXS Engine
Electric-Hybrid Powertrain
Automatic Gearbox
Lexus Integrated Multimedia System
Adaptive cruise control
Rear seats tablets
Rear roof monitor
Captain seats with tabs
Cabin shades
Ambient lighting
Ventilated leather seats
Premium Audio Mark Levinson 
Daytime running lights
Panoramic-Split roof
Luxury facelift bodykits
Luxury facelift rims
Intelligent Highbeam
Multi-zone climate control
Lane Departure Alert
Lexus Safety System+ 3.0
LED Lights
Memory seats
Massage seats
Navigation System
Parking Assist Sensor
Sequential turn signals

Dokumen lengkap.

KHUSUS Paket Kredit
DP Rendah:
OTR 1,869M
TDP 429
Angs 48,263,000 (4th)
Angs 40,951,000 (5th)
Asuransi Kombinasi

KHUSUS Promo
Bunga 0% (Limited offer)
TDP 1,315M
Angs 65,000,000 (1th)
Asuransi Allrisk

*Bonus*:
1. Free Premium detailing interior exterior dan mesin.
2. Free fogging anti bacterial n virus.
3. Garansi mesin dan transmisi 1th by Otospector
4. ⁠Emergency Towing coverage.
5. ⁠Free Jasa Service seumur hidup.
6. Garansi sertifikat lulus Inspeksi by Otospector.

Promo Special:
1. *PROMO BUNGA 0%*
2. *PROMO BUNGA RENDAH BCAF*
3. *PROMO TDP RENDAH*

Cash 1,950M

Terima tukar tambah 

Lokasi: Garasi Bloko",Lexus,Lainnya,,Lainnya,15.000-20.000,1869000000.0
948283855,BMW X3 G01 LCI  M Performance B48 2022 Hitam Mulus Sport,"BMW X3 G01 LCI 
M Performance B48 2022

NIK 2022
Odo 21rb Miles
Pajak 07 2027
Plat B Genap
ADAS Safety System
Adaptive Cruise control
BMW X3-M Upgrades
X3-M Bodykits option
892m Two-tone wheels

*BMW Warranty*
Free Service: Jul 2027

Spec:
B48 2.0L Inline-4 Engine
Twin-Scroll Turbocharger
ZF8 Transmission
Digital Speedometer
BMW iDrive-7 System
Navigation Maps
Electric Sport seats
892M double-spoke wheels (2-tone)
X3-M Steering Wheel
X3-M Bodykits
Black Sapphire on Cognac
ADAS System (ACC)
Distance measuring radar
Carbon fiber grille
Yellow DRL Modules

KHUSUS Paket Kredit 
DP Rendah:
OTR 765
TDP 195
Angs 19,081,000 (4th) 
Angs 16,099,000 (5th)
Asuransi Kombinasi 

KHUSUS Promo
Bunga 0% (Limited offer)
TDP 539
Angs 26,500,000 (1th)
Asuransi TLO

*Bonus*:
1. Free Premium detailing interior exterior dan mesin.
2. Free fogging anti bacterial n virus.
3. Garansi mesin dan transmisi 1th by Otospector
4. ⁠Emergency Towing coverage.
5. ⁠Free Jasa Service seumur hidup.
6. Garansi sertifikat lulus Inspeksi by Otospector.

Promo Special:
1. *PROMO BUNGA 0%*
2. *PROMO BUNGA RENDAH BCAF*
3. *PROMO TDP RENDAH*

Cash 795

Terima tukar tambah. 

Lokasi: Garasi Bloko",BMW,Lainnya,,Lainnya,20.000-25.000,765000000.0
948283756,[TERMURAH]Toyota Voxy 2.0 TSS CVT 2023 Voxy 2023 Voxy 2024 Voxy,"DI JUAL !!!

Toyota Voxy 2.0 TSS CVT 2023

• Tangan Pertama
• Nopol A Genap
• Kondisi Sangat Terawat
• Pajak 04/2027
• Service Record Bengkel Resmi
• Dokumen Di Jamin Keabsahannya
• JAMINAN BEBAS TABRAK / BANJIR

Harga Paket Kredit Tdp Minim Rp. 360jt
Harga Cash Call / Whatsapp

Alamat :
POIN (Pusat Otomotif Indonesia) PIK 2 Blok C No.15",Toyota,Lainnya,,Lainnya,70.000-75.000,360000000.0
948146222,Toyota Fortuner GR Legender tetadrive 4x4 2025 BAN BF GOODRICH,"Toyota Fortuner GR TSS Legender tetadrive 4x4 2025 BAN BF GOODRICH

‼️‼️ SUPER GOOD CONDITION ‼️‼️

• Nik 2025
• ⁠Odo 16.xxx record
• ⁠Plat B Genap
• ⁠Pajak 7/27
• ⁠Full original cat 
• ⁠Ban BFG GOODRICH 
• ⁠Jaminan bebas tabrak dan banjir
• ⁠Garansi mesin dan transmisi

OTR KREDIR 610
Cash by wa/call

For more info follow my tiktok n instagram Macgarage27",Toyota,Lainnya,,Lainnya,10.000-15.000,610000000.0
